msg,Class,notice,vaccine,route,infected,disaster,missing
"[서산시청] 7월19일 11:00 기준 확진자 9명 발생(368~376번/관내접촉7, 자가격리중1, 해외입국1) ▲7.19.~8.1.까지 5인이상 사적모임 금지",3,0,0,0,1,0,0
"[동두천시청] 7.8~7.15 VIP타이(태국마사지/지행로 56, 5층) 방문자는 가까운 보건소에서 코로나19 검사를 받으시기 바랍니다. c11.kr/ddc21",2,0,0,1,0,0,0
"[증평군청] 7월 19일 11시기준 확진자 1명 발생(관내확진자 접촉). 마스크 착용 등 방역수칙 준수 바라며, 자세한 사항은 홈페이지를 참조하시기 바랍니다.",3,0,0,0,1,0,0
"[동래구] 67~68년생 코로나19 백신 예약 안내/ 7.19. 20시~7.20. 18시/ 인터넷,모바일(ncvr.kdca.go.kr)/ 콜센터(550-4961)",1,0,1,0,0,0,0
"[아산시청]7월18일 확진자 3명(783~785번, 지인1, 조사중2) / 백신접종은 일상회복을 위한 첫걸음, 연령별 접종일정을 확인후 빠른 접종부탁드립니다.",3,0,0,0,1,0,0
"[원주시청] 7.12 13:00~14:00 ‘강릉집(중앙시장길 11, 중앙동)’ 방문자는 오늘 11시50분까지 보건소 선별진료소에서 검사 받으세요.",2,0,0,1,0,0,0
[전남도청] 67~68년생은 7.19(월) 오후8시~20(화)오후6시까지 백신접종 예약하세요. ▲인터넷(http://ncvr.kdca.go.kr)/전화(1339),1,0,1,0,0,0,0
[완주군청] 7월 19일 0시 기준 확진자 1명 발생(경남 확진자 접촉) / 발생정보 pf.kakao.com/_dpxmcl 참고 / 기본방역수칙 준수바랍니다.,3,0,0,0,1,0,0
"[미추홀구청] 7월 19일 10시30분 기준 코로나19 확진자 6명 발생, http://reurl.kr/198106F1CAE 참조바랍니다.",3,0,0,0,1,0,0
"[동두천시청] 7월 19일 0시 기준 일일 확진자 3명 발생(525~527번), 홈페이지 및 블로그 참고바랍니다. c11.kr/ddc21",3,0,0,0,1,0,0
"[대구광역시] 19일 0시 기준 확진자 33명 발생. 지역발생 31명(북구10,남구5,중구4,서구4,달서구4,동구2,수성구2), 해외유입 2명(동구1, 북구1).",3,0,0,0,1,0,0
"[청주시청]7월18일 확진자 2명 발생(감염경로 조사중1, 타지역 확진자 접촉1). ▲홈페이지 참조 ▲발열, 인후통 등 증상시 신속히 무료검사 ▲수도권 방문 자제",3,0,0,0,1,0,0
"[연수구청]7월19일 10:30기준 코로나19 확진자11명(1068~1078번)발생 (접촉자8명,유증상3명) blog.naver.com/yeonsulife",3,0,0,0,1,0,0
[진천군청] 7월 19일 10시 기준 확진자 1명 발생 (7.18 격리중 확진) 자세한 사항은 진천군 홈페이지·블로그 참조하시기 바랍니다.,3,0,0,0,1,0,0
"[진주시청] 7월5 ~13일 평거동 소재 미스앤유(베트남 노래방, 확진자 발생) 방문자는 보건소(055-749-5714)에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
"[군포시청]67,8년생 코로나 접종1차 온라인 사전예약 7/19 20시~7/20 18시까지(대리예약가능)ncvr.kdca.go.kr(7/21 20시부터 예약재개)",1,0,1,0,0,0,0
"[예산군청] 7월19일(월) 10시 기준 예산69번~72번 확진자 4명(자가격리1,동거가족3)발생/불필요한 모임과 수도권 등 타지역 방문자제바랍니다.",3,0,0,0,1,0,0
"[수원시청] 7월 19일 10시 기준, 수원 확진자 32명 발생. 기침, 발열 등 의심증상 있으면 가까운 선별진료소에서 검사받으세요. me2.kr/p53a3",3,0,0,0,1,0,0
"[전주시청]7.19(월) 현재기준 1명 발생(전일 3명 / corona.jeonju.go.kr)
 나와 내가족의 안전을 위해 강화된거리두기에 적극 동참하여 주십시오",3,0,0,0,1,0,0
"[세종시청] 7월 19일 0시 기준, 전일확진자 8명(634~641) 발생. (확진자가족 및 접촉 4, 군부대 관련 2, 조사중1) 자세한 사항 시홈페이지 참고.",3,0,0,0,1,0,0
"[고창군청]만53,4세 백신접종 사전예약 오늘 20시부터 온라인(ncvr.kdca.go.kr)예약. 콜센터(063-560-8569,8570)20일 09시부터 예약",1,0,1,0,0,0,0
"[행정안전부] 오늘 10시00분 폭염경보, 최고 35도 이상, 야외활동 자제, 충분한 물마시기 등 건강에 유의바랍니다",4,0,0,0,0,1,0
"[고양시청] 7.18.(일) 일일확진자 15명(덕양구7, 일산동구5, 일산서구3) 타지역확진 고양시민1명 https://han.gl/iMmgw 참조바랍니다.",3,0,0,0,1,0,0
[창원시청] 7월 18일 확진자 24명 발생. (창원1099~1122 ▲의창구4 ▲성산구7 ▲마산합포구1 ▲마산회원구2 ▲진해구5 ▲타지역1 ▲격리중4),3,0,0,0,1,0,0
"[군산시청]<백신예약안내>
 ▲예약기간
 -53~54세(67~68년생):7/19(월) 20시부터 ~ 7/24(토) 18시까지
 ▲ ncvr.kdca.go.kr 접속예약",1,0,1,0,0,0,0
"[금산군청] 코로나19 예방접종 사전예약안내
 53~54세 7.19. 오후8시~ / 50~52세 7.20. 오후8시~ (온라인예약 ncvr.kdca.go.kr)",1,0,1,0,0,0,0
[전남경찰청] 주민 여러분의 관심과 제보로 경찰은 실종된 박소영씨를 안전하게 발견했습니다. 감사합니다.,5,0,0,0,0,0,1
"[울산광역시]코로나19 임시선별검사소 ▲문수경기장(평일9~20시, 공휴일9~17시) ▲종합운동장,동구국민체육센터,농소운동장(평일9~17시, 공휴일 미운영)입니다.",0,1,0,0,0,0,0
[고성군청] 7.9.(금)18:18~20:20 고성읍 고성공룡삼겹살을 이용한 남성 7명 일행은 보건소(670-4088)선별진료소로 연락하여 검사받으시기 바랍니다.,2,0,0,1,0,0,0
[칠곡군청] 사회적 거리두기 1단계 강화조치 시행으로 '21.7.19.부터 8.1.까지 2주간 5인 이상 사적 모임이 금지됨을 알려드립니다.(비수도권 일괄 적용),0,1,0,0,0,0,0
"[포천시청] 7월 19일 0시 기준 코로나19 일일 확진자 2명(567번,568번) 발생. 관련 내용은 홈페이지 및 블로그 참고 바랍니다. c11.kr/qmwy",3,0,0,0,1,0,0
[김제시청] 53~54세(67~68년생) 코로나19 예방접종 예약은 오늘(19일) 20시부터 시작합니다./ https://ncvr.kdca.go.kr,1,0,1,0,0,0,0
[강원도청] 7.18.(일) 도내 코로나19 확진 27명(원주7 강릉13 동해2 태백1 속초1 화천1 양구1 양양1)▶수도권 방문 자제▶의심되면 즉시검사 당부!!,3,0,0,0,1,0,0
[단양군청] 7. 19.(월) 09:00 기준. 확진자 11명 발생. 역학조사 후 홈페이지에 동선 공개 하겠습니다. 항상 마스크 착용 등 방역수칙 준수 바랍니다.,3,0,0,0,1,0,0
"[포항시청]53~54세(67~68년생) 코로나19 예방접종 사전예약 오늘(19일) 20시 시작
 온라인(ncvr.kdca.go.kr), 전화(1339) 예약 가능",1,0,1,0,0,0,0
[서초구청] 7.16(금)~17(토) 12:30~20:30 신세계백화점 강남점(신반포로176) 신관2층 명품관 방문자중 유증상자는 코로나19 검사바랍니다.,2,0,0,1,0,0,0
"[인천시청] 인천(옹진 제외) 폭염주의보 발효중. 선별검사소 방문 시 무더운 시간대(11~16시) 자제, 양산 및 음료 지참, 충분한 물 섭취 등 유의바랍니다.",4,0,0,0,0,1,0
"[양주시청] 7월 19일 00시 기준, 확진자 2명 발생(양주시717~718번). 관련정보는 홈페이지 및 블로그 참고바랍니다. http://c11.kr/o1wn",3,0,0,0,1,0,0
[파주시청] 7월 19일 0시 기준 확진자 4명 발생(1376~1379번). 홈페이지 및 블로그 vo.la/DVULs 참조바랍니다.,3,0,0,0,1,0,0
"[울산광역시] 7.19. 0시 기준 코로나19 확진자 14명(남8, 동3, 북1, 울주2) ▲경남권 확진자 증가 ▲유흥주점 접객원 주 1회 반드시 검사 바랍니다.",3,0,0,0,1,0,0
"[전남도청] 7.18(일) 24시 기준 확진자 16명(여수7,순천1,나주6,화순1,강진1) ▲사적모임 4명까지 가능 ▲수도권 등 타지역 방문·접촉 삼가시길바랍니다",3,0,0,0,1,0,0
[상주시청]사회적거리두기 1단계 현행 유지. 7.19. 0시~8.1. 24시까지 사적모임은 4명까지만 허용(예방접종 완료자는 인원산정 미포함),0,1,0,0,0,0,0
"[군산시청]
 ▲7/12(월)~7.18(일) 봉자(술집/미룡동855)방문자는 보건소 선별진료소 즉시 (09:00~18:00)검사 바랍니다.",2,0,0,1,0,0,0
"[경상북도청] 7월19일 0시 기준 신규확진자 19명(포항2,경주2,김천1,구미9,영천1,경산1,청도1,칠곡1,울진1) 발생, 자세한 내용은 시군 홈페이지 게재",3,0,0,0,1,0,0
"[군산시청]
 ▲7/19(월) 08시 기준 전일2명 확진자 발생(318~319)
 ▲확진자접촉자(2)
 ▲7/19(월)~8/1(일)도내 전체 사적모임 4명 제한",3,0,0,0,1,0,0
"[광주광역시] 7.19일 0시기준 확진자 14명 발생. 10명 동선 및 접촉자 조사중. 4명(자가격리2, 해외입국2) 동선없음 https://c11.kr/moaz",3,0,0,0,1,0,0
"[여수시청] 7.18.24:00 기준 총 7명 발생(확진자 접촉4, 자가격리중3)/변이바이러스 전파 위험이 있으니 마스크 착용 철저",3,0,0,0,1,0,0
"[제천시청] 7. 19.(월) 08시 현재. 확진자 6명 발생. 제천 지역 병원에서 검사하여 제천 확진자로 통계 반영(제천 거주 1명, 타지역 거주 5명)",3,0,0,0,1,0,0
[화순군청] 7.18(일) 24시 기준 확진자 1명 발생(화순90번). 타지역 거주자로 동선은 조사중입니다. ▶타지역 방문자는 보건소 선별진료소에서 검사바랍니다.,3,0,0,0,1,0,0
[강진군청] ③배스킨라빈스(강진점) 15:40~15:51 이용자는 선별진료소에서 검사 바랍니다. 동선 소독완료.,2,0,0,1,0,0,0
"[강진군청] 확진자 1명 발생(서울거주 고향방문자) 
  - 강진 동선안내 7.17.(토) ①농협파머스마켓 14:50~15:10, ②다이소 15:27~15:36",2,0,0,1,0,0,0
[부여군청] 7월18일 21시 기준 부여군 확진자 1명 발생(부여82) 서울 거주자로 인접시군 출장 중 검사(서울 귀가) 후 확진 관내 이동동선 및 특이사항 없음,3,0,0,0,1,0,0
"[구미시청]사회적거리두기 1단계 유지하되, 7.19. 0시~8.1. 24시까지 사적모임은 4명까지만 허용(예방접종 완료자는 인원산정 미포함. 비수도권 동일)",0,1,0,0,0,0,0
"[행정안전부] 오늘 19시40분 제주(제주북부) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",4,0,0,0,0,1,0
"[남양주시청] 7.18.(일) 남양주시 주민 20명(타지역 확진 2명 포함) 코로나19 확진. 방역사항은 홈페이지, 블로그 참고바랍니다. c11.kr/qmpw",3,0,0,0,1,0,0
"[옹진군청] 7월 19일(월) 09시부터 7월 25일(일)까지 옹진군 사적모임 직계가족, 백신접종완료자 등 예외 적용없이 4명까지 가능합니다.",0,1,0,0,0,0,0
"[전남도청]사적모임 4인까지(7.19. 0시~8.1. 24시)▲예방접종완료자, 동거가족, 돌봄, 직계가족모임 예외적용 ※상견례 8인, 돌잔치 16인까지 허용됩니다",0,1,0,0,0,0,0
"[이천시청] 7월 18일 확진자 4명 발생(확진자접촉2, 자가격리 중 확진2) 자세한 내용은 홈페이지(icheon.go.kr) 및 블로그 참조바랍니다.",3,0,0,0,1,0,0
[강릉시청]19일(월) 0시부터 거리두기4단계/18시이후 3인이상모임금지/식당·카페등 20시이후 포장·배달만가능 pf.kakao.com/_YXdnxb 참조바랍니다,0,1,0,0,0,0,0
"[충남도청] 7월 19일 00시부터 8월 1일 24시까지 도내 거리두기 2단계, 5인 이상 사적모임 금지 시행됩니다. 자세한 사항은 도 및 시군 홈페이지 참고",0,1,0,0,0,0,0
"[행정안전부] 오늘 18시45분 제주(제주산간) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",4,0,0,0,0,1,0
[태백시청]▲7월18일 17:30기준 확진자1명 발생(자가격리중으로 이동동선없음)▲수도권방문자 중 유증상자(행정명령) 보건소 선별진료소에서 검사받으시기 바랍니다.,3,0,0,0,1,0,0
"[김천시청]기존 사회적거리두기 1단계 유지하되, 7.19. 0시~8.1. 24시까지 사적모임은 4명까지만 허용(예방접종 완료자는 인원산정 미포함. 비수도권 동일)",0,1,0,0,0,0,0
"[의정부시청]7월18일 18시 기준, 일일확진자 9명 발생(1814~1822번) 홈페이지 및 블로그 https://c11.kr/joao 참고 바랍니다.",3,0,0,0,1,0,0
"[무안군청] 타지역 확진자 관련 7.16.(금) 16:20~16:40 무안CC 서남그늘집, 18:30~19:00 남자샤워장 방문자는 선별진료소에서 검사바랍니다.",2,0,0,1,0,0,0
"[광주광역시]7.19일~8.1일까지 사적모임 인원을 4명까지만 허용합니다. 직계가족, 상견례 8인 허용 등 예외 적용. https://c11.kr/qmnq",0,1,0,0,0,0,0
"[고양시청]코로나19 예방접종 사전예약안내 ▶53~54세 7.19. 오후8시~ ▶50~52
 세 7.20. 오후8시~ ▶온라인예약사이트 ncvr.kdca.go.kr",1,0,1,0,0,0,0
"[창원시청] 7.13.(화)19:30~7. 15.(목)24:00 뱅크롤(마산회원구 내서읍 삼계5길13, 2층) 이용객은 가까운 보건소 전화 예약후 검사바랍니다.",2,0,0,1,0,0,0
"[화성시청] 7월 18일 18시 현재, 확진자 15명(화성 1933~1947번) 발생하였습니다. 상세내용은 hscity.go.kr/crn.do 참조",3,0,0,0,1,0,0
[광진구청] 확진자 발생에 따른 관내 동선 알림. 상호 공개된 장소 홈페이지 확인( han.gl/rvVRk )후 동시간대 이용자는 가까운 보건소에서 검사바랍니다.,3,0,0,0,1,0,0
"[여주시청] 7월 18일 18시 기준, 전일 대비 확진자 2명(426~427번) 발생. 관련정보는 시청홈페이지를 참고하시기 바랍니다. ☞ yeoju.go.kr",3,0,0,0,1,0,0
"[함안군청] 7월 18일 확진자 5명(함안76~80, 확진자의 접촉자 등) 발생, 마스크착용 등 방역수칙 준수 바랍니다.",3,0,0,0,1,0,0
[강원도청] 7.19일부터 8.1일까지 5명 이상 사적모임이 금지됩니다. 단 강릉시는 7.19일부터 7.25일까지 18시 이후에는 2명까지만 사적모임이 가능합니다,0,1,0,0,0,0,0
[예산군청]7월18일18시 기준 자가격리 중 확진자 1명(예산 66번)발생/이동동선 없음/도내 강화된사회적거리두기 시행(7.19.부터) ▲사적모임 5인이상금지,3,0,0,0,1,0,0
"[연천군청] 7월 18일 코로나19 18시 기준 일일 확진자 발생 12명(연천군민 86~97번), 관련정보는 홈페이지 참조. www.yeoncheon.go.kr",3,0,0,0,1,0,0
"[대전광역시] 오늘 18시 기준, 72명 추가 발생.(중7, 서63, 유성1, 대덕1). 자세한 사항은 홈페이지 참조.
 (참고) 어제 하루 총 45명 발생.",3,0,0,0,1,0,0
"[안성시청] 7.18.18시 기준 코로나19 확진자 3명 발생(확진자의 접촉자3) 역학조사, 방역조치 완료 anseong.go.kr/corona_index.jsp",3,0,0,0,1,0,0
"[부천시청] 7월 18일(일) 18:00기준 코로나19확진자 25명 발생, 세부내용은 블로그 참조하시기 바랍니다
 blog.naver.com/bucheon-city",3,0,0,0,1,0,0
"[산청군청] 확진자2명발생(타지역 확진자 접촉)/타지역방문, 사적모임 자제하고 방역수칙을 준수하여주시기 바랍니다.",3,0,0,0,1,0,0
"[평택시]확진자22명(관내14,조사중8)발생. 상세한 사항은 평택시 홈페이지를 참고하세요☞ www.pyeongtaek.go.kr/route",3,0,0,0,1,0,0
[영덕군청]7.19일부터 8.1일까지 (1)거리두기 1단계 (2)5명이상 사적모임 금지적용됩니다.(예방접종 완료자는 인원산정시 미포함) 방역수칙준수 당부드립니다.,0,1,0,0,0,0,0
[광주광역시]53∼54세(67∼68년생) 코로나19 예방접종 대상자는 7.19(월)20시 ~ 20(화) 18시까지 예약하세요. https://c11.kr/qfng,1,0,1,0,0,0,0
"[금산군청] 코로나19 확진자 알림, 금산50,51번(대전거주,진산 파랑새오토캠핑장), 금산군민확진자(영동70번,수삼센터), 세부내용은 홈페이지 참고",2,0,0,1,0,0,0
[태안군청] 도내 강화된사회적거리두기 시행예정▲기간:7.19.(월)00시~8.1.(일)24시▲사적모임 5인이상금지▲자세한 사항은 도 행정명령 시달후 홈페이지 게제,0,1,0,0,0,0,0
"[김포시청] 7월 18일 17시 기준, 코로나19 확진자 13명 발생/ 세부사항은 김포시 블로그를 참조하시기 바랍니다. vo.la/cu0Kx",3,0,0,0,1,0,0
[구리시청] 7.18.(일) 확진자 5명(자가격리중 확진 2명) 발생. 코로나19 확산방지를 위해 외출과 사적모임 자제를 부탁드립니다 bit.ly/3BfDhH7,3,0,0,0,1,0,0
[당진시청] 7/14(수) 13:16~7/17(토) 신바다약국(당진중앙1로 178) 방문자는 보건소 선별진료소 방문 후 코로나19검사 바랍니다.,2,0,0,1,0,0,0
"[전북도청]7.19.0시~8.1.24시 전주·군산·익산·완주혁신도시 유흥시설·노래연습장 등 24~05시 운영제한, 식당·카페는 24~05시 포장배달만 허용됩니다.",0,1,0,0,0,0,0
"[청양군청] 7월 18일 17시 기준 자가격리중 확진자 1명 발생(청양87)/이동동선없음/타지역 방문자제, 방역수칙 준수 바랍니다.",3,0,0,0,1,0,0
"[대구광역시] 퀸하우스Ⅱ(유흥주점)(북구 대현로57,지하) 7/8~13 방문하신 분은 외출자제, 임시선별검사소 및 보건소(예약)에서 반드시 검사받으시기 바랍니다",2,0,0,1,0,0,0
[인천중구청] 7월 18일 17시 기준 확진자 3명 발생(확진자접촉3) 동선은 http://www.icjg.go.kr 참조 바랍니다.,3,0,0,0,1,0,0
"[전북도청]7.19. 0시~8.1. 24시까지 도내전체 사적모임 4명까지로 제한하며, 전주·군산·익산·완주혁신도시는 2단계, 그외시·군은 1단계 거리두기 적용 함",0,1,0,0,0,0,0
[인천서구청] 7월 18일 17시 기준 확진환자 14명 발생. vo.la/9fY4y 참조바랍니다.,3,0,0,0,1,0,0
"[김해시] 7.18.(일) 확진자 28명 발생(김해1112~1139),김해유흥관련17,수도권관련3,해외입국1,관내확진자접촉2,격리중1,조사중4/ 역학조사및소독완료",3,0,0,0,1,0,0
"[양산시청] 7. 18.(일) 17시 기준, 코로나19 확진자 3명 발생(확진자 접촉 3명)",3,0,0,0,1,0,0
"[광주시청] 7월 18일 17시 기준 확진자 10명 발생.
 기침, 발열 등 의심 증상 발현 시 가까운 선별진료소에서 검사받으세요.",3,0,0,0,1,0,0
"[안산시청]7월18일17시기준 확진자 26명발생, 상세내용은 시홈페이지, 블로그 참조바랍니다. blog.naver.com/cityansan/222435971634",3,0,0,0,1,0,0
"[하남시청] 7.13.(화)~7.16.(금) 신장다방(신장로 184, 덕풍동) 방문자는 즉시 가까운 보건소(선별진료소)에서 코로나19 검사를 받으시기 바랍니다.",2,0,0,1,0,0,0
"[포항시청]확진자동선안내
 7.15(목)19:30~21:40, 7.16(금)13:20~14:40 화성과토성횟집(북구용흥동104-11)방문자는 보건소 검사바랍니다.",2,0,0,1,0,0,0
[보은군청] 7. 17.(토) 10:00~13:00 그랜드컨벤션센터(보은읍 소재) 방문자는 인근 보건소에서 코로나19검사를 받으시기 바랍니다.,2,0,0,1,0,0,0
[의왕시청] 7월18일 16:00 기준 코로나19 확진자 3명 발생. 자세한 사항은 시홈페이지 및 SNS 참고 바랍니다. pf.kakao.com/_xdPSRK,3,0,0,0,1,0,0
"[강릉시청]7.10~15일중 포차, 주점, 노래방, PC방 방문자로 보건소 연락을 받고 아직 코로나 검사를 받지 않은 분은 즉시 보건소에 방문하여 검사바랍니다.",0,1,0,0,0,0,0
"[계양구청] 7/12~15(19:00~21:30) 7/13(11:30~12:30)두산할인마트 과일,야채(계양문화로140)방문자는 보건소에서 코로나 검사 바랍니다.",2,0,0,1,0,0,0
"[진주시청] 18일 15시 기준 확진자 8명(자가격리 중 4명, 확진자의 접촉자 2명, 타 지역 확진자의 접촉자 1명, 무료 선제검사1명)발생. 시홈페이지 참조.",3,0,0,0,1,0,0
"[당진시청]7/18(일) 16시 기준 확진자 4명(합덕OK인력사무소 관련1,타지역확진자 관련1,자가격리 중2). 총444명. 유증상 시 외출자제 및 검사바랍니다.",3,0,0,0,1,0,0
"[포항시청]코로나19 확진자 동선 안내
 매일성인콜라텍(남구 해도동 34-105)
 7.15~7.16일(13:00~16:00)방문자는 보건소에서 검사 바랍니다.",2,0,0,1,0,0,0
"[원주시청] 7.10.~7.18.롯데슈퍼 개운점 방문자는 현재 슈퍼 주차장이 혼잡하니 16시부터 원주종합체육관(서원대로281, 농구장매표소 앞)에서 검사받으세요.",2,0,0,1,0,0,0
"[광명시청] 7월18일12시기준 확진자14명발생(해외유입1,확진자접촉10,조사중3) 세부내용은 블로그 참조바랍니다. blog.naver.com/gmcityhall",3,0,0,0,1,0,0
"[거제시청] 코로나19 확진자 3명(거제604~606번(해외입국))발생 / 타지역 방문, 여행, 약속, 모임은 자제하고 방역수칙 준수바랍니다.",3,0,0,0,1,0,0
[창원시청] 7.13.(화) 11:47~12:20 석전동 국수한그릇(마산회원구 석전동로 17) 이용객은 관할보건소에서 전화 예약 후 검사받으시기 바랍니다.,2,0,0,1,0,0,0
[나주시청] ▲7.15(목)~7.17(토)진미회관(송월동)을 방문하신 분은 거주지보건소 또는 빛가람동 임시선별검사소에서 코로나19검사받으시기 바랍니다.,2,0,0,1,0,0,0
"[원주시청] 7.10.~7.18. 롯데슈퍼 개운점(치악로 1781, 개운동) 이용자는 오늘 15시~18시까지 롯데슈퍼 개운점 주차장에서 코로나 검사 받으세요.",2,0,0,1,0,0,0
[영광군청] 광주3144 확진자 관련 7.16.(금)19:00~20:00 영광읍 월성식당 방문하신 분은 코로나 진단검사를 받으시기 바랍니다. ▲실내외 마스크 착용,2,0,0,1,0,0,0
"[군포시청] 7월 18일 14시 기준 전일 대비 확진자 11명 발생, 상세내용은 군포시 홈페이지, SNS 등 참조바랍니다. pf.kakao.com/_eDSsxb",3,0,0,0,1,0,0
"[오산시청] 7월 18일 13시 기준 확진자 3명(오산2,타지역1) 발생. 자세한 내용은 pf.kakao.com/_ubxjxdxb를 참조하시기 바랍니다.",3,0,0,0,1,0,0
"[구미시청] 7/1(목)~7/17(토) 룰루랄라 유흥주점 (구미시 송원서로 8길 45,원평동) 방문자는 가까운 선별진료소에서 신속히 검사 받으시기 바랍니다.",2,0,0,1,0,0,0
"[시흥시청]7월18일13시기준 확진자20명 발생(확진자접촉14,자가격리중1,경로조사중5) blog.naver.com/siheungblog/222435953729",3,0,0,0,1,0,0
"[대구광역시] 사운즈커피클래식 교동점(교동1길 33-1,1층) 7/3 17~19시, 7/4~13(7일 제외) 08~18시 방문자는 보건소(예약)에서 검사받으십시오",2,0,0,1,0,0,0
"[행정안전부] 전국적으로 폭염이 심합니다. 외출 자제, 물 마시기, 실외작업장 폭염 안전수칙(물, 그늘, 휴식) 준수, 무더위쉼터 이용 등 안전에 유의 바랍니다.",4,0,0,0,0,1,0
"[양평군청] 7월 18일 13시 기준 코로나19 확진자 4명 발생, 관련 사항은www.yp21.go.kr/corona.jsp 참고바랍니다.",3,0,0,0,1,0,0
"[완도군청] 호우주의보 발효중! 7월중 계속되는 호우로 인해 지반이 약해졌습니다.
 저지대 및 산사태 위험지역 주민은 안전한 곳으로 대피하여 주시기 바랍니다.",4,0,0,0,0,1,0
"[부산시]18(일)코로나신규확진71명(서1,동1,영도3,부산진7,동래11,남6,북9,해운대7,사하4,금정4,강서2,수영7,사상3,해외입국4,타시도2(11시기준)",3,0,0,0,1,0,0
"[김천시청] 7.18.(일) 13시기준 확진자 1명 발생(332번,신규확진자,역학조사중), 수도권 등 확진자 급증으로 타지역방문자제, 기본방역 수칙 준수바랍니다.",3,0,0,0,1,0,0
[천안시청] (천안시 소상공인 백신접종 신청안내) 관련내용은 천안시 블로그를 참고바랍니다. blog.naver.com/fastcheonan/222435880941,1,0,1,0,0,0,0
"[제주도] 사회적거리두기 3단계 격상(7.19 ~ 해제시까지), 사적모임(직계가족 포함) 4인, 노래연습장, 식당, 카페, 목욕장업 22시까지",0,1,0,0,0,0,0
[강릉시청]7월14일(수) 20:30~22:00 청소년수련관 풋살경기장(종합운동장길72-21)을 이용하신 분은 보건소(09:00~16:00)방문하여 검사바랍니다,2,0,0,1,0,0,0
"[강릉시청]7월13일(화) 21:00~23:00 카페프랑(하슬라로192번길 9, 교동)을 이용하신 분들은 보건소(09:00~16:00) 방문하여 검사바랍니다.",2,0,0,1,0,0,0
"[강릉시청]7.12(월)~7.15(목) 20:00~06:00 가시버시(솔올로 56, 교동)를 이용하신 분들은 보건소(09:00~16:00) 방문하여 검사바랍니다",2,0,0,1,0,0,0
[고성군청]7.9.(금)~7.16.(금)고성읍 우성숯불갈비방문자 및 7.13.(화)11:00~12:00 목로셀프식당 방문자는 고성군 선별진료소에서 방문검사바랍니다,2,0,0,1,0,0,0
"[노원구청] 7.10.(토), 11.(일) 6:00~9:00에 불암산스포츠타운 배드민턴장을 이용하신 분들은 가까운 선별진료소에서 코로나 검사를 받으시기 바랍니다.",2,0,0,1,0,0,0
[서울시청] 07.18.(일) 00시 기준 서울시 신규 확진자 523명 발생. 자치구별 현황 및 동선 등은 bityl.co/6I7T 참고하시기 바랍니다. ☎120,3,0,0,0,1,0,0
"[제주도]18일 0시 기준 확진자 11명 발생(누적확진1,477명,완치1,313명,사망1명,자가격리1,141명) covid19.jeju.go.kr/info.jsp",3,0,0,0,1,0,0
[창원시청] 7월 17일 확진자 33명 발생. (창원1066~1098 ▲의창구4▲성산구12▲마산합포구1▲마산회원구3▲진해구13) 방역수칙을 준수해주시기 바랍니다.,3,0,0,0,1,0,0
"[남동구청] 7월 18일 11시 기준 확진자 7명 발생(확진자접촉자 1명,자가격리자 3명,감염경로확인중 2명,해외입국자 1명) bit.ly/32xaldz 참조",3,0,0,0,1,0,0
[속초시청] 7.12(월)~7.16(금) 교동 소재 펀클라이밍 방문자는 선별진료소에서 검사 받으시기 바랍니다.(속초시생활체육관 주차장 선별진료소 16시까지),2,0,0,1,0,0,0
"[부평구청] 7월 18일(일) 11시 기준 확진환자 총 7명 발생(접촉 5명, 자가격리 1명 ,유증상 1명). 역학조사중. 방역예정. bit.ly/39SGMXI",3,0,0,0,1,0,0
[진천군청] 7월 18일 10시 기준 확진자 3명 발생 (7.17 3명). 자세한 사항은 진천군 홈페이지·블로그 참조하시기 바랍니다.,3,0,0,0,1,0,0
[계양구청] 7월 18일(일) 11시 기준 코로나19 신규 확진환자 11명 발생 세부내용은 블로그 참고 바랍니다. blog.naver.com/gyeyang_gu,3,0,0,0,1,0,0
[안양시청] 7.18.(일) 10:30 기준 코로나19 신규확진자 26명 발생. url.kr/8pbgo3 의심증상 발현시 가까운 선별진료소에서 검사 받으세요.,3,0,0,0,1,0,0
"[통영시청]7월18일 10시기준 확진자 4명(통영103번, 조사중/104~105번 격리중/106번, 타지역 접촉)발생, 현재 역학조사 및 이동동선 파악중입니다.",3,0,0,0,1,0,0
"[논산시청] 무료 임시선별검사소 운영
 ▶기간:7.14~7.20 (평일 14시~20시, 휴일 10시~16시)
 ▶장소:시내3, 강경1, 연무1개소
 홈페이지참고바랍니다",0,1,0,0,0,0,0
"[하남시청] 7/18(일) 10시 기준 신규 확진자 7명(관내 6명, 타지역 1명) 발생. 블로그 및 홈페이지 참고하시기 바랍니다. c11.kr/qmkp",3,0,0,0,1,0,0
"[성남시청] 7월 18일 0시기준 신규확진자 22명(수정구 6, 중원구 3, 분당구 9, 타지역 4)이 발생하였습니다. corona.seongnam.go.kr",3,0,0,0,1,0,0
"[연수구청]7월18일 10:30 기준 코로나19 확진자 6명(1062~1067번)발생(접촉자 5명, 유증상 1명)
 blog.naver.com/yeonsulife",3,0,0,0,1,0,0
